time(h)	PPFD(umol/m2/s)	VPD(kPa)	T(oC)
785	0	0.159987572	24.01851852
786	0	0.107824274	23.68518519
787	0	0.069510545	23.31481481
788	0	0.038987514	23.19444444
789	0	0.022418685	23.25
790	0	0.027645537	22.94444444
791	0	0.015899847	22.92592593
792	50.5	0.21624253	22.48148148
793	332.3333333	0.472463525	24.46296296
794	790.3333333	0.862742645	26.30555556
795	1262	1.165408039	27.33333333
796	1413.666667	1.38336475	28.28703704
797	1612.833333	1.632838359	28.90740741
798	1798.166667	1.902109371	29.74074074
799	1745.833333	2.105061309	30.48148148
800	1454.833333	2.247487394	30.59259259
801	1029.833333	2.221494297	30.62037037
802	633.6666667	2.178290954	30.38888889
803	300	2.018482035	29.73148148
804	56	1.518719495	28.13888889
805	0	0.833417006	25.75925926
806	0	0.6470646	25.43518519
807	0	0.375632854	24.81481481
808	0	0.233208792	24.32407407
809	0	0.159987572	24.01851852
810	0	0.107824274	23.68518519
811	0	0.069510545	23.31481481
812	0	0.038987514	23.19444444
813	0	0.022418685	23.25
814	0	0.027645537	22.94444444
815	0	0.015899847	22.92592593
816	50.5	0.21624253	22.48148148
817	332.3333333	0.472463525	24.46296296
818	790.3333333	0.862742645	26.30555556
819	1262	1.165408039	27.33333333
820	1413.666667	1.38336475	28.28703704
821	1612.833333	1.632838359	28.90740741
822	1798.166667	1.902109371	29.74074074
823	1745.833333	2.105061309	30.48148148
824	1454.833333	2.247487394	30.59259259
825	1029.833333	2.221494297	30.62037037
826	633.6666667	2.178290954	30.38888889
827	300	2.018482035	29.73148148
828	56	1.518719495	28.13888889
829	0	0.833417006	25.75925926
830	0	0.6470646	25.43518519
831	0	0.375632854	24.81481481
832	0	0.233208792	24.32407407
833	0	0.159987572	24.01851852
834	0	0.107824274	23.68518519
835	0	0.069510545	23.31481481
836	0	0.038987514	23.19444444
837	0	0.022418685	23.25
838	0	0.027645537	22.94444444
839	0	0.015899847	22.92592593
840	50.5	0.21624253	22.48148148
841	332.3333333	0.472463525	24.46296296
842	790.3333333	0.862742645	26.30555556
843	1262	1.165408039	27.33333333
844	1413.666667	1.38336475	28.28703704
845	1612.833333	1.632838359	28.90740741
846	1798.166667	1.902109371	29.74074074
847	1745.833333	2.105061309	30.48148148
848	1454.833333	2.247487394	30.59259259
849	1029.833333	2.221494297	30.62037037
850	633.6666667	2.178290954	30.38888889
851	300	2.018482035	29.73148148
852	56	1.518719495	28.13888889
853	0	0.833417006	25.75925926
854	0	0.6470646	25.43518519
855	0	0.375632854	24.81481481
856	0	0.233208792	24.32407407
857	0	0.159987572	24.01851852
858	0	0.107824274	23.68518519
859	0	0.069510545	23.31481481
860	0	0.038987514	23.19444444
861	0	0.022418685	23.25
862	0	0.027645537	22.94444444
863	0	0.015899847	22.92592593
864	50.5	0.21624253	22.48148148
865	332.3333333	0.472463525	24.46296296
866	790.3333333	0.862742645	26.30555556
867	1262	1.165408039	27.33333333
868	1413.666667	1.38336475	28.28703704
869	1612.833333	1.632838359	28.90740741
870	1798.166667	1.902109371	29.74074074
871	1745.833333	2.105061309	30.48148148
872	1454.833333	2.247487394	30.59259259
873	1029.833333	2.221494297	30.62037037
874	633.6666667	2.178290954	30.38888889
875	300	2.018482035	29.73148148
876	56	1.518719495	28.13888889
877	0	0.833417006	25.75925926
878	0	0.6470646	25.43518519
879	0	0.375632854	24.81481481
880	0	0.233208792	24.32407407
881	0	0.159987572	24.01851852
882	0	0.107824274	23.68518519
883	0	0.069510545	23.31481481
884	0	0.038987514	23.19444444
885	0	0.022418685	23.25
886	0	0.027645537	22.94444444
887	0	0.015899847	22.92592593
888	50.5	0.21624253	22.48148148
889	332.3333333	0.472463525	24.46296296
890	790.3333333	0.862742645	26.30555556
891	1262	1.165408039	27.33333333
892	1413.666667	1.38336475	28.28703704
893	1612.833333	1.632838359	28.90740741
894	1798.166667	1.902109371	29.74074074
895	1745.833333	2.105061309	30.48148148
896	1454.833333	2.247487394	30.59259259
897	1029.833333	2.221494297	30.62037037
898	633.6666667	2.178290954	30.38888889
899	300	2.018482035	29.73148148
900	56	1.518719495	28.13888889
901	0	0.833417006	25.75925926
902	0	0.6470646	25.43518519
903	0	0.375632854	24.81481481
904	0	0.233208792	24.32407407
905	0	0.159987572	24.01851852
906	0	0.107824274	23.68518519
907	0	0.069510545	23.31481481
908	0	0.038987514	23.19444444
909	0	0.022418685	23.25
910	0	0.027645537	22.94444444
911	0	0.015899847	22.92592593
912	50.5	0.21624253	22.48148148
913	332.3333333	0.472463525	24.46296296
914	790.3333333	0.862742645	26.30555556
915	1262	1.165408039	27.33333333
916	1413.666667	1.38336475	28.28703704
917	1612.833333	1.632838359	28.90740741
918	1798.166667	1.902109371	29.74074074
919	1745.833333	2.105061309	30.48148148
920	1454.833333	2.247487394	30.59259259
921	1029.833333	2.221494297	30.62037037
922	633.6666667	2.178290954	30.38888889
923	300	2.018482035	29.73148148
924	56	1.518719495	28.13888889
925	0	0.833417006	25.75925926
926	0	0.6470646	25.43518519
927	0	0.375632854	24.81481481
928	0	0.233208792	24.32407407
929	0	0.159987572	24.01851852
930	0	0.107824274	23.68518519
931	0	0.069510545	23.31481481
932	0	0.038987514	23.19444444
933	0	0.022418685	23.25
934	0	0.027645537	22.94444444
935	0	0.015899847	22.92592593
936	50.5	0.21624253	22.48148148
937	332.3333333	0.472463525	24.46296296
938	790.3333333	0.862742645	26.30555556
939	1262	1.165408039	27.33333333
940	1413.666667	1.38336475	28.28703704
941	1612.833333	1.632838359	28.90740741
942	1798.166667	1.902109371	29.74074074
943	1745.833333	2.105061309	30.48148148
944	1454.833333	2.247487394	30.59259259
945	1029.833333	2.221494297	30.62037037
946	633.6666667	2.178290954	30.38888889
947	300	2.018482035	29.73148148
948	56	1.518719495	28.13888889
949	0	0.833417006	25.75925926
950	0	0.6470646	25.43518519
951	0	0.375632854	24.81481481
952	0	0.233208792	24.32407407
953	0	0.159987572	24.01851852
954	0	0.107824274	23.68518519
955	0	0.069510545	23.31481481
956	0	0.038987514	23.19444444
957	0	0.022418685	23.25
958	0	0.027645537	22.94444444
959	0	0.015899847	22.92592593
960	50.5	0.21624253	22.48148148
961	332.3333333	0.472463525	24.46296296
962	790.3333333	0.862742645	26.30555556
963	1262	1.165408039	27.33333333
964	1413.666667	1.38336475	28.28703704
965	1612.833333	1.632838359	28.90740741
966	1798.166667	1.902109371	29.74074074
967	1745.833333	2.105061309	30.48148148
968	1454.833333	2.247487394	30.59259259
969	1029.833333	2.221494297	30.62037037
970	633.6666667	2.178290954	30.38888889
971	300	2.018482035	29.73148148
972	56	1.518719495	28.13888889
973	0	0.833417006	25.75925926
974	0	0.6470646	25.43518519
975	0	0.375632854	24.81481481
976	0	0.233208792	24.32407407
977	0	0.159987572	24.01851852
978	0	0.107824274	23.68518519
979	0	0.069510545	23.31481481
980	0	0.038987514	23.19444444
981	0	0.022418685	23.25
982	0	0.027645537	22.94444444
983	0	0.015899847	22.92592593
984	50.5	0.21624253	22.48148148
985	332.3333333	0.472463525	24.46296296
986	790.3333333	0.862742645	26.30555556
987	1262	1.165408039	27.33333333
988	1413.666667	1.38336475	28.28703704
989	1612.833333	1.632838359	28.90740741
990	1798.166667	1.902109371	29.74074074
991	1745.833333	2.105061309	30.48148148
992	1454.833333	2.247487394	30.59259259
993	1029.833333	2.221494297	30.62037037
994	633.6666667	2.178290954	30.38888889
995	300	2.018482035	29.73148148
996	56	1.518719495	28.13888889
997	0	0.833417006	25.75925926
998	0	0.6470646	25.43518519
999	0	0.375632854	24.81481481
1000	0	0.233208792	24.32407407
1001	0	0.159987572	24.01851852
1002	0	0.107824274	23.68518519
1003	0	0.069510545	23.31481481
1004	0	0.038987514	23.19444444
1005	0	0.022418685	23.25
1006	0	0.027645537	22.94444444
1007	0	0.015899847	22.92592593
1008	50.5	0.21624253	22.48148148
1009	332.3333333	0.472463525	24.46296296
1010	790.3333333	0.862742645	26.30555556
1011	1262	1.165408039	27.33333333
1012	1413.666667	1.38336475	28.28703704
1013	1612.833333	1.632838359	28.90740741
1014	1798.166667	1.902109371	29.74074074
1015	1745.833333	2.105061309	30.48148148
1016	1454.833333	2.247487394	30.59259259
1017	1029.833333	2.221494297	30.62037037
1018	633.6666667	2.178290954	30.38888889
1019	300	2.018482035	29.73148148
1020	56	1.518719495	28.13888889
1021	0	0.833417006	25.75925926
1022	0	0.6470646	25.43518519
1023	0	0.375632854	24.81481481
1024	0	0.233208792	24.32407407
1025	0	0.159987572	24.01851852
1026	0	0.107824274	23.68518519
1027	0	0.069510545	23.31481481
1028	0	0.038987514	23.19444444
1029	0	0.022418685	23.25
1030	0	0.027645537	22.94444444
1031	0	0.015899847	22.92592593
1032	50.5	0.21624253	22.48148148
1033	332.3333333	0.472463525	24.46296296
1034	790.3333333	0.862742645	26.30555556
1035	1262	1.165408039	27.33333333
1036	1413.666667	1.38336475	28.28703704
1037	1612.833333	1.632838359	28.90740741
1038	1798.166667	1.902109371	29.74074074
1039	1745.833333	2.105061309	30.48148148
1040	1454.833333	2.247487394	30.59259259
1041	1029.833333	2.221494297	30.62037037
1042	633.6666667	2.178290954	30.38888889
1043	300	2.018482035	29.73148148
1044	56	1.518719495	28.13888889
1045	0	0.833417006	25.75925926
1046	0	0.6470646	25.43518519
1047	0	0.375632854	24.81481481
1048	0	0.233208792	24.32407407
1049	0	0.159987572	24.01851852
1050	0	0.107824274	23.68518519
1051	0	0.069510545	23.31481481
1052	0	0.038987514	23.19444444
1053	0	0.022418685	23.25
1054	0	0.027645537	22.94444444
1055	0	0.015899847	22.92592593
1056	50.5	0.21624253	22.48148148
1057	332.3333333	0.472463525	24.46296296
1058	790.3333333	0.862742645	26.30555556
1059	1262	1.165408039	27.33333333
1060	1413.666667	1.38336475	28.28703704
1061	1612.833333	1.632838359	28.90740741
1062	1798.166667	1.902109371	29.74074074
1063	1745.833333	2.105061309	30.48148148
1064	1454.833333	2.247487394	30.59259259
1065	1029.833333	2.221494297	30.62037037
1066	633.6666667	2.178290954	30.38888889
1067	300	2.018482035	29.73148148
1068	56	1.518719495	28.13888889
1069	0	0.833417006	25.75925926
1070	0	0.6470646	25.43518519
1071	0	0.375632854	24.81481481
1072	0	0.233208792	24.32407407
1073	0	0.159987572	24.01851852
1074	0	0.107824274	23.68518519
1075	0	0.069510545	23.31481481
1076	0	0.038987514	23.19444444
1077	0	0.022418685	23.25
1078	0	0.027645537	22.94444444
1079	0	0.015899847	22.92592593
1080	50.5	0.21624253	22.48148148
1081	332.3333333	0.472463525	24.46296296
1082	790.3333333	0.862742645	26.30555556
1083	1262	1.165408039	27.33333333
1084	1413.666667	1.38336475	28.28703704
1085	1612.833333	1.632838359	28.90740741
1086	1798.166667	1.902109371	29.74074074
1087	1745.833333	2.105061309	30.48148148
1088	1454.833333	2.247487394	30.59259259
1089	1029.833333	2.221494297	30.62037037
1090	633.6666667	2.178290954	30.38888889
1091	300	2.018482035	29.73148148
1092	56	1.518719495	28.13888889
1093	0	0.833417006	25.75925926
1094	0	0.6470646	25.43518519
1095	0	0.375632854	24.81481481
1096	0	0.233208792	24.32407407
1097	0	0.159987572	24.01851852
1098	0	0.107824274	23.68518519
1099	0	0.069510545	23.31481481
1100	0	0.038987514	23.19444444
1101	0	0.022418685	23.25
1102	0	0.027645537	22.94444444
1103	0	0.015899847	22.92592593
1104	50.5	0.21624253	22.48148148
1105	332.3333333	0.472463525	24.46296296
1106	790.3333333	0.862742645	26.30555556
1107	1262	1.165408039	27.33333333
1108	1413.666667	1.38336475	28.28703704
1109	1612.833333	1.632838359	28.90740741
1110	1798.166667	1.902109371	29.74074074
1111	1745.833333	2.105061309	30.48148148
1112	1454.833333	2.247487394	30.59259259
1113	1029.833333	2.221494297	30.62037037
1114	633.6666667	2.178290954	30.38888889
1115	300	2.018482035	29.73148148
1116	56	1.518719495	28.13888889
1117	0	0.833417006	25.75925926
1118	0	0.6470646	25.43518519
1119	0	0.375632854	24.81481481
1120	0	0.233208792	24.32407407
1121	0	0.159987572	24.01851852
1122	0	0.107824274	23.68518519
1123	0	0.069510545	23.31481481
1124	0	0.038987514	23.19444444
1125	0	0.022418685	23.25
1126	0	0.027645537	22.94444444
1127	0	0.015899847	22.92592593
1128	50.5	0.21624253	22.48148148
1129	332.3333333	0.472463525	24.46296296
1130	790.3333333	0.862742645	26.30555556
1131	1262	1.165408039	27.33333333
1132	1413.666667	1.38336475	28.28703704
1133	1612.833333	1.632838359	28.90740741
1134	1798.166667	1.902109371	29.74074074
1135	1745.833333	2.105061309	30.48148148
1136	1454.833333	2.247487394	30.59259259
1137	1029.833333	2.221494297	30.62037037
1138	633.6666667	2.178290954	30.38888889
1139	300	2.018482035	29.73148148
1140	56	1.518719495	28.13888889
1141	0	0.833417006	25.75925926
1142	0	0.6470646	25.43518519
1143	0	0.375632854	24.81481481
1144	0	0.233208792	24.32407407
1145	0	0.159987572	24.01851852
1146	0	0.107824274	23.68518519
1147	0	0.069510545	23.31481481
1148	0	0.038987514	23.19444444
1149	0	0.022418685	23.25
1150	0	0.027645537	22.94444444
1151	0	0.015899847	22.92592593
1152	50.5	0.21624253	22.48148148
1153	332.3333333	0.472463525	24.46296296
1154	790.3333333	0.862742645	26.30555556
1155	1262	1.165408039	27.33333333
1156	1413.666667	1.38336475	28.28703704
1157	1612.833333	1.632838359	28.90740741
1158	1798.166667	1.902109371	29.74074074
1159	1745.833333	2.105061309	30.48148148
1160	1454.833333	2.247487394	30.59259259
1161	1029.833333	2.221494297	30.62037037
1162	633.6666667	2.178290954	30.38888889
1163	300	2.018482035	29.73148148
1164	56	1.518719495	28.13888889
1165	0	0.833417006	25.75925926
1166	0	0.6470646	25.43518519
1167	0	0.375632854	24.81481481
1168	0	0.233208792	24.32407407
1169	0	0.159987572	24.01851852
1170	0	0.107824274	23.68518519
1171	0	0.069510545	23.31481481
1172	0	0.038987514	23.19444444
1173	0	0.022418685	23.25
1174	0	0.027645537	22.94444444
1175	0	0.015899847	22.92592593
1176	50.5	0.21624253	22.48148148
1177	332.3333333	0.472463525	24.46296296
1178	790.3333333	0.862742645	26.30555556
1179	1262	1.165408039	27.33333333
1180	1413.666667	1.38336475	28.28703704
1181	1612.833333	1.632838359	28.90740741
1182	1798.166667	1.902109371	29.74074074
1183	1745.833333	2.105061309	30.48148148
1184	1454.833333	2.247487394	30.59259259
1185	1029.833333	2.221494297	30.62037037
1186	633.6666667	2.178290954	30.38888889
1187	300	2.018482035	29.73148148
1188	56	1.518719495	28.13888889
1189	0	0.833417006	25.75925926
1190	0	0.6470646	25.43518519
1191	0	0.375632854	24.81481481
1192	0	0.233208792	24.32407407
1193	0	0.159987572	24.01851852
1194	0	0.107824274	23.68518519
1195	0	0.069510545	23.31481481
1196	0	0.038987514	23.19444444
1197	0	0.022418685	23.25
1198	0	0.027645537	22.94444444
1199	0	0.015899847	22.92592593
1200	50.5	0.21624253	22.48148148
1201	332.3333333	0.472463525	24.46296296
1202	790.3333333	0.862742645	26.30555556
1203	1262	1.165408039	27.33333333
1204	1413.666667	1.38336475	28.28703704
1205	1612.833333	1.632838359	28.90740741
1206	1798.166667	1.902109371	29.74074074
1207	1745.833333	2.105061309	30.48148148
1208	1454.833333	2.247487394	30.59259259
1209	1029.833333	2.221494297	30.62037037
1210	633.6666667	2.178290954	30.38888889
1211	300	2.018482035	29.73148148
1212	56	1.518719495	28.13888889
1213	0	0.833417006	25.75925926
1214	0	0.6470646	25.43518519
1215	0	0.375632854	24.81481481
1216	0	0.233208792	24.32407407
1217	0	0.159987572	24.01851852
1218	0	0.107824274	23.68518519
1219	0	0.069510545	23.31481481
1220	0	0.038987514	23.19444444
1221	0	0.022418685	23.25
1222	0	0.027645537	22.94444444
1223	0	0.015899847	22.92592593
1224	50.5	0.21624253	22.48148148
1225	332.3333333	0.472463525	24.46296296
1226	790.3333333	0.862742645	26.30555556
1227	1262	1.165408039	27.33333333
1228	1413.666667	1.38336475	28.28703704
1229	1612.833333	1.632838359	28.90740741
1230	1798.166667	1.902109371	29.74074074
1231	1745.833333	2.105061309	30.48148148
1232	1454.833333	2.247487394	30.59259259
1233	1029.833333	2.221494297	30.62037037
1234	633.6666667	2.178290954	30.38888889
1235	300	2.018482035	29.73148148
1236	56	1.518719495	28.13888889
1237	0	0.833417006	25.75925926
1238	0	0.6470646	25.43518519
1239	0	0.375632854	24.81481481
1240	0	0.233208792	24.32407407
1241	0	0.159987572	24.01851852
1242	0	0.107824274	23.68518519
1243	0	0.069510545	23.31481481
1244	0	0.038987514	23.19444444
1245	0	0.022418685	23.25
1246	0	0.027645537	22.94444444
1247	0	0.015899847	22.92592593
1248	50.5	0.21624253	22.48148148
1249	332.3333333	0.472463525	24.46296296
1250	790.3333333	0.862742645	26.30555556
1251	1262	1.165408039	27.33333333
1252	1413.666667	1.38336475	28.28703704
1253	1612.833333	1.632838359	28.90740741
1254	1798.166667	1.902109371	29.74074074
1255	1745.833333	2.105061309	30.48148148
1256	1454.833333	2.247487394	30.59259259
1257	1029.833333	2.221494297	30.62037037
1258	633.6666667	2.178290954	30.38888889
1259	300	2.018482035	29.73148148
1260	56	1.518719495	28.13888889
1261	0	0.833417006	25.75925926
1262	0	0.6470646	25.43518519
1263	0	0.375632854	24.81481481
1264	0	0.233208792	24.32407407
1265	0	0.159987572	24.01851852
1266	0	0.107824274	23.68518519
1267	0	0.069510545	23.31481481
1268	0	0.038987514	23.19444444
1269	0	0.022418685	23.25
1270	0	0.027645537	22.94444444
1271	0	0.015899847	22.92592593
1272	50.5	0.21624253	22.48148148
1273	332.3333333	0.472463525	24.46296296
1274	790.3333333	0.862742645	26.30555556
1275	1262	1.165408039	27.33333333
1276	1413.666667	1.38336475	28.28703704
1277	1612.833333	1.632838359	28.90740741
1278	1798.166667	1.902109371	29.74074074
1279	1745.833333	2.105061309	30.48148148
1280	1454.833333	2.247487394	30.59259259
1281	1029.833333	2.221494297	30.62037037
1282	633.6666667	2.178290954	30.38888889
1283	300	2.018482035	29.73148148
1284	56	1.518719495	28.13888889
1285	0	0.833417006	25.75925926
1286	0	0.6470646	25.43518519
1287	0	0.375632854	24.81481481
1288	0	0.233208792	24.32407407
1289	0	0.159987572	24.01851852
1290	0	0.107824274	23.68518519
1291	0	0.069510545	23.31481481
1292	0	0.038987514	23.19444444
1293	0	0.022418685	23.25
1294	0	0.027645537	22.94444444
1295	0	0.015899847	22.92592593
1296	50.5	0.21624253	22.48148148
1297	332.3333333	0.472463525	24.46296296
1298	790.3333333	0.862742645	26.30555556
1299	1262	1.165408039	27.33333333
1300	1413.666667	1.38336475	28.28703704
1301	1612.833333	1.632838359	28.90740741
1302	1798.166667	1.902109371	29.74074074
1303	1745.833333	2.105061309	30.48148148
1304	1454.833333	2.247487394	30.59259259
1305	1029.833333	2.221494297	30.62037037
1306	633.6666667	2.178290954	30.38888889
1307	300	2.018482035	29.73148148
1308	56	1.518719495	28.13888889
1309	0	0.833417006	25.75925926
1310	0	0.6470646	25.43518519
1311	0	0.375632854	24.81481481
1312	0	0.233208792	24.32407407
1313	0	0.159987572	24.01851852
1314	0	0.107824274	23.68518519
1315	0	0.069510545	23.31481481
1316	0	0.038987514	23.19444444
1317	0	0.022418685	23.25
1318	0	0.027645537	22.94444444
1319	0	0.015899847	22.92592593
1320	50.5	0.21624253	22.48148148
1321	332.3333333	0.472463525	24.46296296
1322	790.3333333	0.862742645	26.30555556
1323	1262	1.165408039	27.33333333
1324	1413.666667	1.38336475	28.28703704
1325	1612.833333	1.632838359	28.90740741
1326	1798.166667	1.902109371	29.74074074
1327	1745.833333	2.105061309	30.48148148
1328	1454.833333	2.247487394	30.59259259
1329	1029.833333	2.221494297	30.62037037
1330	633.6666667	2.178290954	30.38888889
1331	300	2.018482035	29.73148148
1332	56	1.518719495	28.13888889
1333	0	0.833417006	25.75925926
1334	0	0.6470646	25.43518519
1335	0	0.375632854	24.81481481
1336	0	0.233208792	24.32407407
1337	0	0.159987572	24.01851852
1338	0	0.107824274	23.68518519
1339	0	0.069510545	23.31481481
1340	0	0.038987514	23.19444444
1341	0	0.022418685	23.25
1342	0	0.027645537	22.94444444
1343	0	0.015899847	22.92592593
1344	50.5	0.21624253	22.48148148
1345	332.3333333	0.472463525	24.46296296
1346	790.3333333	0.862742645	26.30555556
1347	1262	1.165408039	27.33333333
1348	1413.666667	1.38336475	28.28703704
1349	1612.833333	1.632838359	28.90740741
1350	1798.166667	1.902109371	29.74074074
1351	1745.833333	2.105061309	30.48148148
1352	1454.833333	2.247487394	30.59259259
1353	1029.833333	2.221494297	30.62037037
1354	633.6666667	2.178290954	30.38888889
1355	300	2.018482035	29.73148148
1356	56	1.518719495	28.13888889
1357	0	0.833417006	25.75925926
1358	0	0.6470646	25.43518519
1359	0	0.375632854	24.81481481
1360	0	0.233208792	24.32407407
1361	0	0.159987572	24.01851852
1362	0	0.107824274	23.68518519
1363	0	0.069510545	23.31481481
1364	0	0.038987514	23.19444444
1365	0	0.022418685	23.25
1366	0	0.027645537	22.94444444
1367	0	0.015899847	22.92592593
1368	50.5	0.21624253	22.48148148
1369	332.3333333	0.472463525	24.46296296
1370	790.3333333	0.862742645	26.30555556
1371	1262	1.165408039	27.33333333
1372	1413.666667	1.38336475	28.28703704
1373	1612.833333	1.632838359	28.90740741
1374	1798.166667	1.902109371	29.74074074
1375	1745.833333	2.105061309	30.48148148
1376	1454.833333	2.247487394	30.59259259
1377	1029.833333	2.221494297	30.62037037
1378	633.6666667	2.178290954	30.38888889
1379	300	2.018482035	29.73148148
1380	56	1.518719495	28.13888889
1381	0	0.833417006	25.75925926
1382	0	0.6470646	25.43518519
1383	0	0.375632854	24.81481481
1384	0	0.233208792	24.32407407
1385	0	0.159987572	24.01851852
1386	0	0.107824274	23.68518519
1387	0	0.069510545	23.31481481
1388	0	0.038987514	23.19444444
1389	0	0.022418685	23.25
1390	0	0.027645537	22.94444444
1391	0	0.015899847	22.92592593
1392	50.5	0.21624253	22.48148148
1393	332.3333333	0.472463525	24.46296296
1394	790.3333333	0.862742645	26.30555556
1395	1262	1.165408039	27.33333333
1396	1413.666667	1.38336475	28.28703704
1397	1612.833333	1.632838359	28.90740741
1398	1798.166667	1.902109371	29.74074074
1399	1745.833333	2.105061309	30.48148148
1400	1454.833333	2.247487394	30.59259259
1401	1029.833333	2.221494297	30.62037037
1402	633.6666667	2.178290954	30.38888889
1403	300	2.018482035	29.73148148
1404	56	1.518719495	28.13888889
1405	0	0.833417006	25.75925926
1406	0	0.6470646	25.43518519
1407	0	0.375632854	24.81481481
1408	0	0.233208792	24.32407407
1409	0	0.159987572	24.01851852
1410	0	0.107824274	23.68518519
1411	0	0.069510545	23.31481481
1412	0	0.038987514	23.19444444
1413	0	0.022418685	23.25
1414	0	0.027645537	22.94444444
1415	0	0.015899847	22.92592593
1416	50.5	0.21624253	22.48148148
1417	332.3333333	0.472463525	24.46296296
1418	790.3333333	0.862742645	26.30555556
1419	1262	1.165408039	27.33333333
1420	1413.666667	1.38336475	28.28703704
1421	1612.833333	1.632838359	28.90740741
1422	1798.166667	1.902109371	29.74074074
1423	1745.833333	2.105061309	30.48148148
1424	1454.833333	2.247487394	30.59259259
1425	1029.833333	2.221494297	30.62037037
1426	633.6666667	2.178290954	30.38888889
1427	300	2.018482035	29.73148148
1428	56	1.518719495	28.13888889
1429	0	0.833417006	25.75925926
1430	0	0.6470646	25.43518519
1431	0	0.375632854	24.81481481
1432	0	0.233208792	24.32407407
1433	0	0.159987572	24.01851852
1434	0	0.107824274	23.68518519
1435	0	0.069510545	23.31481481
1436	0	0.038987514	23.19444444
1437	0	0.022418685	23.25
1438	0	0.027645537	22.94444444
1439	0	0.015899847	22.92592593
1440	50.5	0.21624253	22.48148148
